weather,city,scenario_raw,time_slice,severity,weather_year,scenario,watts_person,met,bsa_m2,zone,zone_label,floor,position,position_name,rows,mean_p_tail,median_p_tail,p90_p_tail,p95_p_tail,high_tail_pct,mean_warm_tail,mean_cold_tail
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_bot_zn_2,Bottom P2,bottom,P2,P2 east,16704,0.12230594313144166,0.11002653685580516,0.1897434317750309,0.20764553609054243,7.38146551724138,0.06669871043922784,0.05560723269221383
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_bot_zn_3,Bottom P3,bottom,P3,P3 north,16704,0.13123908744635024,0.11932423234134598,0.20344266738953654,0.21480784335925612,10.991379310344827,0.06640658499912017,0.06483250244723004
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_bot_zn_4,Bottom P4,bottom,P4,P4 west,16704,0.1258694756482927,0.11496149614961501,0.19174650052348413,0.20764553609054243,7.95617816091954,0.07284587901841258,0.05302359662988013
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,core_mid,Core middle,middle,core,Core,16704,0.12772855278499853,0.11537842339581056,0.19278547539417104,0.20573022037383873,7.549090038314176,0.08911356749447515,0.038614985290523395
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_mid_zn_1,Middle P1,middle,P1,P1 south,16704,0.1592763651636201,0.1405274867217015,0.2953864903042743,0.3147950482780621,22.018678160919542,0.11791118603876091,0.041365179124859194
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_mid_zn_2,Middle P2,middle,P2,P2 east,16704,0.12879615222703605,0.11932423234134598,0.19781394796245694,0.21086787765874865,8.770354406130268,0.07868505377920805,0.05011109844782802
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_mid_zn_3,Middle P3,middle,P3,P3 north,16704,0.13208375951835963,0.11537842339581056,0.20369736281578293,0.24568784840179272,11.590038314176246,0.07642446364314796,0.05565929587521166
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_mid_zn_4,Middle P4,middle,P4,P4 west,16704,0.13396515931320546,0.119324232341346,0.20366190117883126,0.23566471477895995,10.961446360153257,0.08384161696491786,0.05012354234828762
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,core_top,Core top,top,core,Core,16704,0.12575411970208974,0.1145288120457421,0.19302553375610867,0.20573022037383873,7.249760536398467,0.07810964235127008,0.04764447735081967
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_top_zn_1,Top P1,top,P1,P1 south,16704,0.15414825357271053,0.1405274867217015,0.2650206935921222,0.3105360956263694,18.947557471264368,0.10728185368689935,0.04686639988581115
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_top_zn_2,Top P2,top,P2,P2 east,16704,0.12990163041482414,0.11932423234134598,0.1992174567343868,0.21480784335925612,9.722222222222223,0.0716626506917593,0.05823897972306483
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_top_zn_3,Top P3,top,P3,P3 north,16704,0.13363800089151376,0.11932423234134598,0.20366190117883126,0.22786177305554783,11.398467432950191,0.06946723768711784,0.06417076320439594
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,LEGACY,120.0,1.2,1.7182130584192439,perimeter_top_zn_4,Top P4,top,P4,P4 west,16704,0.13648008406506804,0.12454069812289366,0.20366190117883126,0.24818389864733462,11.05124521072797,0.0786106559837477,0.057869428081320354
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,core_bottom,Core bottom,bottom,core,Core,16704,0.1110543465447346,0.09284715750232994,0.16681253073721725,0.180080788776441,0.28735632183908044,0.08245094083750569,0.02860340570722888
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_bot_zn_1,Bottom P1,bottom,P1,P1 south,16704,0.10218038771990956,0.0908952497594408,0.1483236175182293,0.17453662053712074,1.221264367816092,0.06309808550391477,0.039082302215994784
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_bot_zn_2,Bottom P2,bottom,P2,P2 east,16704,0.08997864713360423,0.08636971229531029,0.119324232341346,0.1405274867217015,0.06585249042145594,0.048639401636425245,0.04133924549717898
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_bot_zn_3,Bottom P3,bottom,P3,P3 north,16704,0.0894493571502776,0.08357576912490211,0.1324670693850156,0.15082574213840938,0.09578544061302681,0.043214669736539146,0.04623468741373847
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_bot_zn_4,Bottom P4,bottom,P4,P4 west,16704,0.09285203103116414,0.09023445697170879,0.12667039510478012,0.1483236175182293,0.1257183908045977,0.052197566221913495,0.04065446480925064
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,core_mid,Core middle,middle,core,Core,16704,0.09536645343375416,0.0908952497594408,0.13360592895476617,0.1483236175182293,0.005986590038314176,0.0648650439391718,0.030501409494582365
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_mid_zn_1,Middle P1,middle,P1,P1 south,16704,0.11535087992940833,0.09195988721020815,0.1897434317750309,0.2067948578246061,7.393438697318008,0.07968968773572538,0.035661192193682925
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_mid_zn_2,Middle P2,middle,P2,P2 east,16704,0.09499664335253259,0.0908952497594408,0.1274735570254098,0.1483236175182293,0.13769157088122605,0.055897788862947856,0.039098854489584736
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_mid_zn_3,Middle P3,middle,P3,P3 north,16704,0.09393763833290013,0.08743434974607762,0.13056388533562605,0.15516819325751513,0.6824712643678161,0.052846096795390034,0.04109154153751009
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_mid_zn_4,Middle P4,middle,P4,P4 west,16704,0.09719838272939964,0.0908952497594408,0.1405274867217015,0.15582626369867553,0.9877873563218391,0.0578748304780156,0.039323552251384036
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,core_top,Core top,top,core,Core,16704,0.09201764333838389,0.08743434974607764,0.12667039510478012,0.1483236175182293,0.05986590038314176,0.055349317441930564,0.036668325896453295
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_top_zn_1,Top P1,top,P1,P1 south,16704,0.11120866346160219,0.09195988721020815,0.17916844213918728,0.20573022037383876,5.645354406130268,0.07254481754067842,0.03866384592092375
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_top_zn_2,Top P2,top,P2,P2 east,16704,0.09559753395119376,0.0908952497594408,0.13164864948104352,0.15516819325751513,0.4549808429118774,0.05124884494523402,0.044348689005959736
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_top_zn_3,Top P3,top,P3,P3 north,16704,0.09411518456022823,0.08636971229531028,0.1405274867217015,0.16370844087422437,0.9159482758620688,0.04741438999191404,0.04670079456831421
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Lo,90.0,0.9,1.7182130584192439,perimeter_top_zn_4,Top P4,top,P4,P4 west,16704,0.097197465578376,0.0908952497594408,0.14405626134301272,0.16370844087422434,1.0356800766283525,0.05301515459709677,0.04418231098127923
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,core_bottom,Core bottom,bottom,core,Core,16704,0.11512993400347507,0.10898464380642185,0.17453662053712074,0.18748648531764917,1.215277777777778,0.08696046051524756,0.028169473488227514
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_bot_zn_1,Bottom P1,bottom,P1,P1 south,16704,0.10401816183344646,0.09154035619552864,0.15082574213840938,0.18302119387416435,1.358955938697318,0.0652399385693267,0.03877822326411975
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_bot_zn_2,Bottom P2,bottom,P2,P2 east,16704,0.0911391767953678,0.08636971229531029,0.12203857350271358,0.1408339197748065,0.15565134099616856,0.04956193366866871,0.04157724312669911
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_bot_zn_3,Bottom P3,bottom,P3,P3 north,16704,0.09066477602204774,0.08220589180341505,0.13222233588453564,0.15516819325751513,0.3113026819923371,0.04415878272012568,0.046505993301922066
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_bot_zn_4,Bottom P4,bottom,P4,P4 west,16704,0.09406071785135613,0.08743434974607764,0.1274735570254098,0.1483236175182293,0.26340996168582376,0.053710190281133253,0.04035052757022286
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,core_mid,Core middle,middle,core,Core,16704,0.096624757084148,0.0908952497594408,0.14185424577333092,0.14869648646860323,0.011973180076628351,0.06679720608401354,0.029827551000134466
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_mid_zn_1,Middle P1,middle,P1,P1 south,16704,0.11711660504031114,0.09195988721020816,0.19187312875691737,0.2067948578246061,8.195641762452107,0.08247101306516143,0.034645591975149694
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_mid_zn_2,Middle P2,middle,P2,P2 east,16704,0.09668607953200534,0.0908952497594408,0.1274735570254098,0.1483236175182293,0.19157088122605362,0.05768042150473109,0.039005658027274244
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_mid_zn_3,Middle P3,middle,P3,P3 north,16704,0.09530870416586489,0.08743434974607764,0.13246706938501557,0.15801329912828171,0.8620689655172413,0.054168364232809844,0.04114033993305503
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_mid_zn_4,Middle P4,middle,P4,P4 west,16704,0.09877861406585242,0.0908952497594408,0.14512091127436028,0.16681253073721725,1.1434386973180075,0.05974627718890462,0.03903233687694778
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,core_top,Core top,top,core,Core,16704,0.09358381465416701,0.0908952497594408,0.1274735570254098,0.1483236175182293,0.14966475095785442,0.05723557781542843,0.036348236838738564
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_top_zn_1,Top P1,top,P1,P1 south,16704,0.112731753417671,0.09195988721020816,0.18724130715485082,0.20573022037383876,6.255986590038313,0.0748028219377657,0.0379289314799053
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_top_zn_2,Top P2,top,P2,P2 east,16704,0.0970492275252351,0.0908952497594408,0.1339140058310864,0.15801329912828171,0.7423371647509579,0.05233806750359042,0.04471116002164467
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_top_zn_3,Top P3,top,P3,P3 north,16704,0.09550943084180114,0.08743434974607761,0.1441035042375428,0.168475540686494,1.4068486590038316,0.04822467385855937,0.04728475698324178
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,S-real,93.2,0.932,1.7182130584192439,perimeter_top_zn_4,Top P4,top,P4,P4 west,16704,0.09882097834830997,0.0908952497594408,0.14825930372148863,0.17031650725643424,1.4667145593869733,0.054558041559047546,0.04426293678926242
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,core_bottom,Core bottom,bottom,core,Core,16704,0.13782723711739486,0.12454069812289363,0.1897434317750309,0.19303065355696938,4.394157088122606,0.09748909437032648,0.04033814274706835
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_bot_zn_1,Bottom P1,bottom,P1,P1 south,16704,0.12490292915583641,0.11932423234134598,0.18724130715485082,0.19278547539417107,4.106800766283525,0.07359903023461223,0.05130389892122417
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_bot_zn_2,Bottom P2,bottom,P2,P2 east,16704,0.11357540695577732,0.11002653685580517,0.1496464487384908,0.1737039986291566,2.3227969348659006,0.055706060027574375,0.05786934692820293
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_bot_zn_3,Bottom P3,bottom,P3,P3 north,16704,0.11418030883935094,0.10214485298787077,0.16681253073721725,0.18974343177503092,3.8314176245210727,0.0505218172421425,0.06365849159720843
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_bot_zn_4,Bottom P4,bottom,P4,P4 west,16704,0.11636644661294752,0.1145288120457421,0.15406512585352222,0.17822953609328712,2.340756704980843,0.059993460682143764,0.056372985930803775
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,core_mid,Core middle,middle,core,Core,16704,0.11878113422480013,0.11479869487721546,0.15386778575754956,0.18724130715485085,0.9578544061302682,0.07502343554359393,0.0437576986812062
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_mid_zn_1,Middle P1,middle,P1,P1 south,16704,0.1416235639437464,0.11932423234134601,0.21846915623327456,0.2650206935921222,13.721264367816092,0.09314544786536234,0.04847811607838405
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_mid_zn_2,Middle P2,middle,P2,P2 east,16704,0.11845036829504552,0.11479869487721549,0.15406512585352222,0.1799439367808516,1.8797892720306513,0.0644518747345725,0.05399849356047302
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_mid_zn_3,Middle P3,middle,P3,P3 north,16704,0.11862110074067111,0.1136164654084884,0.16123564069648794,0.19219142949627752,4.370210727969349,0.061681246882553255,0.05693985385811786
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_mid_zn_4,Middle P4,middle,P4,P4 west,16704,0.12077683011725233,0.11479869487721547,0.16681253073721725,0.18974343177503092,3.9930555555555554,0.06672325438794802,0.05405357572930431
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,core_top,Core top,top,core,Core,16704,0.11626180520377552,0.1136164654084884,0.15257108039461348,0.17822953609328712,1.9216954022988504,0.06429544571448605,0.05196635948928947
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_top_zn_1,Top P1,top,P1,P1 south,16704,0.13633165204868597,0.119324232341346,0.20573022037383876,0.2499155238477771,11.200909961685824,0.08456519906416964,0.05176645298451635
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_top_zn_2,Top P2,top,P2,P2 east,16704,0.11818995513000898,0.11479869487721547,0.15590253960731498,0.18724130715485085,3.556034482758621,0.058211103182837266,0.05997885194717171
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_top_zn_3,Top P3,top,P3,P3 north,16704,0.11840712744192777,0.1136164654084884,0.16681253073721725,0.19469355411645756,4.6755268199233715,0.055258923561930594,0.06314820387999719
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,COMP-Med,100.0,1.0,1.7182130584192439,perimeter_top_zn_4,Top P4,top,P4,P4 west,16704,0.12074811837516275,0.11479869487721547,0.16763909590544848,0.19187312875691737,4.477969348659004,0.06132750110630209,0.05942061726886064
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,EQ-Max,108.0,1.08,1.7182130584192439,core_bottom,Core bottom,bottom,core,Core,16704,0.13721559000540165,0.13056388533562605,0.18326637203696267,0.1988496851584761,4.262452107279693,0.1158453602398714,0.02137022976553023
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,EQ-Max,108.0,1.08,1.7182130584192439,perimeter_bot_zn_1,Bottom P1,bottom,P1,P1 south,16704,0.14007485485168886,0.1274735570254098,0.1899886099378292,0.30213273428183157,8.21360153256705,0.10679239351884,0.033282461332848866
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,EQ-Max,108.0,1.08,1.7182130584192439,perimeter_bot_zn_2,Bottom P2,bottom,P2,P2 east,16704,0.11960469889107282,0.11479869487721547,0.15406512585352222,0.17425672422178357,2.8735632183908044,0.0831563305283004,0.03644836836277243
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,EQ-Max,108.0,1.08,1.7182130584192439,perimeter_bot_zn_3,Bottom P3,bottom,P3,P3 north,16704,0.12307271090319925,0.1136164654084884,0.1610501567398119,0.25947652535280197,5.986590038314176,0.08105069440820162,0.04202201649499765
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,EQ-Max,108.0,1.08,1.7182130584192439,perimeter_bot_zn_4,Bottom P4,bottom,P4,P4 west,16704,0.12207760308747706,0.11781846022202708,0.16123564069648794,0.18748648531764917,3.579980842911877,0.08720940706994801,0.03486819601752904
